school_ID,school_name,n_test_takers,mean_reading_score,mean_math_score,mean_writing_score
07C002,Indira Gandhi Institute of Medical Sciences,47,367,421,429
77K624,Adeleke University,12,324,367,306
17P634,Universidad del Pacifico,147,390,498,447
77A326,Canisius College,17,471,397,399
97M395,Universidade de Fortaleza,163,456,276,364
97B529,"University of California, San Diego",29,372,476,430
41I534,Kharkiv State Technical University of Construction and Architecture,287,399,341,411
55M154,"Bauchi State University, Gadau",287,332,414,348
06C718,University Tun Abdul Razak,7,395,412,539
47I459,Universidade Federal do Pará,385,493,427,281
31L457,Université François Rabelais de Tours,33,469,394,343
86B538,Dicle (Tirgris) University,49,366,371,342
25Y078,Music Academy in Lodz,92,341,333,278
94B036,Universidad Odontológica Dominicana,39,425,442,450
56M448,Saint Louis College,44,444,379,345
56Z481,Ecole Supérieure d'Ingénieurs en Génie Electrique,80,416,406,405
59S097,Fachhochschule Ingolstadt,68,466,477,476
89T221,Tomsk State University of Architecture and Building,56,331,452,403
99J702,University of Medicine and Dentistry of New Jersey,98,340,376,361
29M372,Dongbei University of Finance And Economics,60,366,564,338
12H440,DeVry Institute of Technology,81,453,387,395
51Z946,Technological Education Institute of Patras,379,357,390,382
39C287,Universidad Tecnológica San Antonio de Machala,104,332,361,420
03L619,Universität Rostock,732,373,424,433
28J930,Universidad Católica Andres Bello,278,453,409,457
44Q846,Institut Prima Bestari - Pine Academy ,36,401,400,406
38X625,Universidad del Pacifico,130,236,438,453
68T952,Institut Teknologi Sepuluh Nopember,49,427,470,389
61Y526,University of Montenegro,448,452,423,318
58Q417,Université Victor Segalen (Bordeaux II),63,496,322,367
42H887,Universidad César Vallejo,32,364,409,410
41G530,Ecole Nationale Supérieure d'Ingénieurs en Mécanique et Energétique de Valenciennes,56,366,331,369
90D167,Université Val-de-Marne (Paris XII),322,359,483,409
43F880,College of St. Scholastica,33,404,353,398
85F861,Higher Institute of Agriculture and Animal Husbandry,87,370,410,377
53S047,Universität Hannover,23,420,365,333
71X406,Universidade de Tras-os-Montes e Alto Douro,50,344,459,329
96K822,St. Augustine's College North Carolina,50,381,401,421
67Q876,Universidade Federal de Lavras,92,441,247,425
74Z249,"Balti State University ""Alecu Russo""",46,355,372,336
50O365,Örebro University,221,288,393,303
14T363,Steinbeis-Hochschule-Berlin,250,454,306,509
72O854,Transport and Telecommunication Institute,61,512,363,415
42W098,Pikeville College,22,466,561,423
69E050,Seberang Perai Polytechnic,41,357,377,433
11I143,Universidade do Estado do Rio de Janeiro,124,324,459,363
50T499,Winthrop University,52,392,355,317
19D843,Iran University of Science and Technology Tehran,498,377,396,355
80S106,Shahjalal University of Science and Technology,45,458,349,349
00M438,"Islamic Azad University, Sowmesara",37,430,376,418
55O730,Shantou University,31,367,480,464
98S380,Budapest Buddhist University,59,376,473,444
67X399,"Institute of Teachers Education, Raja Melewar",808,300,445,480
66X571,Université du Maine,237,402,418,367
97D363,Nara Medical University,43,376,444,417
95G050,William Penn College,31,514,403,357
79H693,School of Planning and Architecture,62,339,334,417
08J480,St. Louis University,9,360,424,419
79S539,Technological University (Pathein),96,516,467,355
04V294,Himeji Institute of Technology,140,337,287,355
43A799,Presidency University,193,277,459,426
42B227,Fachhochschule Hamburg,73,473,478,478
64U788,NTB Interstate University of Applied Sciences of Technology,31,310,433,428
77E372,Universitas Muhammadiyah Mataram,47,411,444,460
21J219,Neelain University,42,416,410,464
58O618,University of Chicago,56,392,290,352
53F683,Kansas State University,75,402,515,422
34L712,Universidad Olmeca,349,370,362,320
30Q635,Medical University Pleven,90,375,481,421
30D856,Mahachulalongkorn Buddhist University,22,394,406,312
40Q251,Kanpur University,448,370,407,410
63K926,University of NorthWest,49,357,441,426
18C680,Oregon Graduate Institute of Science and Technology,36,441,363,426
59J489,"University of St. Thomas, St. Paul",627,468,451,442
24X245,"Rasmussen College, Minnesota Campuses",47,458,398,338
90M168,Keimyung University,24,376,452,290
53K172,School for International Training,237,388,379,414
89F649,Ecole Supérieure d'Optique,45,307,347,442
94G238,University Of Dubai,317,341,425,273
95Y104,Dnepropetrovsk National University of Railway Transport,18,470,592,460
59C890,Bluefield State College,58,328,451,513
44G653,Sichuan Normal University,18,434,389,401
59J929,Winston-Salem State University,65,454,507,324
04J670,Fundación Universitaria del Area Andina. Sede Pereira,7,433,487,356
78A616,University College of Skövde,56,441,312,367
69C651,Illinois Benedictine University,36,445,540,478
29Q975,Ilam University,127,443,328,433
66M263,Universitas Narotama,67,394,500,453
44X274,PSG College of Technology,50,353,316,324
96D184,Vellore Institute of Technology,124,427,508,391
08Z154,Technical University of Gabrovo,59,449,359,406
11D814,Hunan Agricultural University,54,464,423,444
30H085,Hogeschool voor Wetenschap & Kunst,54,381,466,361
49A355,University of Southampton,289,449,434,489
50W930,Mount Olive College,7,367,291,279
23K845,American-European School of Management ,50,432,421,450
81B391,Thammasat University,32,294,452,403
98H217,Institut Teknologi Bandung,448,516,440,385
17X606,Tula State University,22,454,520,497
39Y441,Medical College of Wisconsin,44,465,457,397
05M152,Ho Chi Minh City University of Social Sciences and Humanities,81,403,413,327
37U605,Ecole Nationale Supérieure de Chimie de Lille,37,459,504,471
07H910,Queen Arwa University,65,407,354,429
35J534,Poltava National Technical University,10,451,474,402
86B934,Taj Institute of Higher Education,46,375,440,343
47G029,Zhongnan University of Economics and Law,47,318,441,398
95I493,South-East Asia University,87,441,497,322
37X112,National Agricultural University,686,403,453,446
33X628,Nanchang University,9,441,298,444
19Z505,Universidad Central de Nicaragua,34,447,413,321
11U332,Universidad de Iberoamérica,63,355,383,454
34I805,Stevens Institute of Technology,31,297,421,395
87F708,"COMSATS Institute of Information Technology, Wah",49,380,405,464
18Y767,"Universidad Latinoamericana de Ciencia y Tecnologia, Panamá",153,425,413,437
55Z326,Baika Women's College,59,417,503,337
01B797,Universidad Católica Nuestra Senora de la Asunción,48,472,473,390
66U968,Tver State University,67,442,490,373
89C030,Emory & Henry College,40,389,371,326
46I497,Tomsk State Pedagogical University,35,438,350,303
42N717,Universidad Femenina del Sagrado Corazón,93,428,439,351
17H815,Université de Djibouti,21,422,522,346
60H086,Australian Maritime College,75,438,464,414
13I669,Agricultural-Technical Academy in Olsztyn,31,347,436,300
16B718,Arab Academy for Banking and Financial Sciences,163,425,320,374
96M878,Kwangju University,21,343,461,350
37G147,"University of Virginia, College at Wise",170,447,468,402
38X315,Indiana University - Northwest,44,290,443,414
59C020,Evangelische Fachhochschule Rheinland-Westfalen-Lippe,63,349,258,307
42C322,Universidad Casa Grande,104,394,457,390
08I449,Indiana University - Southeast,109,361,470,429
86E370,St. Mary-of-the-Woods College,14,471,390,347
05B809,Fachhochschule Hof,143,386,461,488
42B967,Manarat International University,56,414,481,325
21G670,Syrian Virtual University,732,404,325,429
62E079,National Taiwan University,48,408,383,420
85S721,Universidad Cristiana de las Asambleas de Dios,16,363,290,442
20D895,Tokyo Gakugei University,12,472,508,372
95D313,University of the Visual & Performing Arts,61,427,203,331
71T648,Ama International University,683,357,428,419
77N118,Joseph Ayo Babalola University,25,412,306,406
42K872,Tumaini University - Iringa University College,12,448,606,340
50H764,Université de Perpignan,82,462,489,436
31V852,Escuela Superior Politécnica del Litoral,87,447,425,467
28S429,University of Northern Virginia,125,337,399,448
07R738,Instituto Superior Politécnico e Universitário,30,429,503,524
79F579,Vlerick Leuven Gent Management School,36,386,239,412
66C319,St. George's University,282,407,365,424
79W484,Panjab University,56,396,403,467
22H693,Université de Reims Champagne-Ardenne,48,452,425,418
43C766,Academy of Art College,24,402,488,331
99J084,Wentworth Institute of Technology,12,478,452,386
56O403,Kurashiki University of Science and the Arts,46,413,339,475
62Y077,Universidad Técnica Estatal de Quevedo,70,431,426,324
43J578,Shiraz University,57,477,381,491
19W903,Faculdade Jaguariúna,48,453,502,455
17L125,Arhangelsk State Technical University,287,343,462,286
53T680,University of Nevada - Las Vegas,81,413,403,314
35T637,Northern Michigan University,87,255,437,368
61N540,Annamalai University,65,363,353,425
64F491,Dr. Bhim Rao Abdekar University,54,458,423,377
32B140,Malekan Payame Nour University,72,410,375,379
65A301,University of Science & Technology Chittagong,65,517,470,434
58T827,Université du Sahel,48,411,328,467
89V771,Sripatum University,12,420,397,346
48W722,Université de Caen Basse Normandie,147,394,406,398
49V894,University of the South,140,416,411,361
94T844,Sanaag University of Science and Technology,8,352,434,391
33F043,Universiteit Doesburg (UNDO),59,427,420,531
29X588,La Sierra University,40,348,377,405
75O100,Université de Chlef,152,361,405,375
37D051,"Long Island University, C.W. Post Campus",86,497,357,423
82Q767,Universidad Católica de Valencia,70,389,361,343
16W649,Mount St. Mary College,50,445,350,476
36N588,Schreiner College,42,381,483,439
95F639,University of Juba,808,520,393,402
80D675,"Rochester Institute of Technology, Dubai",154,515,398,326
39I777,Cleary College,301,364,277,479
34B630,Andong National University,70,383,445,372
49X032,Slovak Medical University,1047,493,495,293
14O823,Technological Education Institute of Mesologgi,63,473,425,383
36Z717,Fine Arts Academy in Warsaw,17,497,362,350
59R141,Kung Shan Institute of Technology,102,490,434,463
68T759,Technical University of Lodz,57,307,444,365
68H779,Hogeschool Leiden,66,406,393,399
50F102,Martin Methodist College,22,354,512,553
99V612,St. Norbert College,20,453,467,317
82H057,KDU College Sdn Bhd,127,455,325,499
68L096,Universidad Nacional de Mar del Plata,143,457,360,350
37P007,Bryant University,49,393,368,377
09B672,Ottawa University,50,333,442,420
05Z028,Universität Bayreuth,192,406,605,434
46H797,Niigata University of Management,33,372,405,376
07I482,Institute of Commerce and Business,168,380,428,448
56T574,Bakhtar University,152,332,398,411
65L330,Xi'an Academy of Fine Art,39,493,560,454
70Y532,Beykent University,66,498,425,450
39J654,Punjab University College of Information Tecnology,397,471,241,520
95E331,National Taiwan College of Arts,14,400,407,354
66Y447,Trinity Western University,50,389,534,522
84B019,University for Peace,48,441,550,397
00N176,Macquarie University,49,424,445,345
19X491,Miryang National University,102,458,495,445
89X793,Tierärztliche Hochschule Hannover,54,499,359,352
66Z423,Kochi Women's University,47,443,364,436
33S765,West University of Timisoara,343,421,399,377
79C932,Singidunum University,51,411,511,388
75M726,Dnepropetrovsk National University,29,372,313,335
53Q177,Stevens Institute of Technology,50,499,442,407
47P532,Northern Michigan University,87,449,181,364
92N425,Kerala Agricultural University,103,398,295,467
72P203,Universidad de Montemorelos,31,416,331,411
20F816,Alaska Bible College,60,434,417,398
89V529,Philippine Military Academy,75,339,438,409
69F002,University of Evansville,9,434,346,455
20Y993,Madurai Kamaraj University,43,485,435,303
66L998,Instituto Tecnológico de Morelia,40,393,456,306
46O073,Old Dominion University,16,473,583,317
31N682,Megatrend University of Applied Sciences,152,317,353,334
56B277,Nakamura Gakuen University,50,425,501,338
89T248,Thiel College,31,343,533,482
81R731,Burlington College,373,320,380,405
18V241,Syracuse University,18,336,425,506
40J383,Deylaman Institute of Higher Education,7,471,350,507
41H456,Ecole Polytechnique Universitaire de Lille,57,371,461,328
94P358,University of Maryland University College,47,356,446,475
45G003,Universidad Carlos III de Madrid,237,270,409,429
33P452,Kurdistan University of Medical Sciences,21,358,513,387
69O963,Najaf Abad University of Applied Science and Technology,52,428,467,342
11G075,"De La Salle University, Araneta",683,404,416,394
73L075,Chittagong University of Engineering and Technology,58,407,366,511
44Z363,Stockholm School of Economics in Riga,147,479,503,358
57L717,Kanazawa College of Economics,79,391,376,397
52L983,University of Arkansas at Fayetteville,7,375,389,399
18C570,Haigazian University,153,353,370,426
91G280,"University of Maine, Machias",45,426,394,435
37G396,Astrakhan State University,125,441,345,340
07X390,Kingston University,9,344,407,454
26H773,Los Angeles College of Chiropractic,57,304,369,423
01V721,Chang Gung University,52,552,344,381
47Q648,Bharati Vidyapeeth University,529,454,411,205
56U370,Kent State University - Stark,44,324,505,422
32Y686,Latvian University of Agriculture,44,461,384,401
84T618,Sido Kanhu Murmu University,113,471,335,419
29D461,Henan Agriculture University,36,359,380,492
60W956,National Taipei University,31,386,400,279
92N170,Fachhochschule Koblenz,9,439,466,436
48G726,University of Nigeria,22,381,333,354
29T883,Hampton College,106,499,447,380
56Y134,"Concordia University, Irvine",32,457,447,313
36Q703,Goddard College,152,405,439,440
42F414,National Institute of Technology Kurukshetra,43,441,607,273
28G975,Pontifícia Universidade Católica de Campinas,87,353,261,305
