school_ID,school_name,n_test_takers,mean_reading_score,mean_math_score,mean_writing_score
32F499,"University of Mining and Geology ""St. Ivan Rils""",432,218,717,443
97Z985,Adnan Menderes University,408,212,253,759
68Z493,Universidad Juárez del Estado de Durango,721,592,743,567
72K814,Multnomah Bible College,344,439,497,502
44A142,Grace University,1019,486,534,447
23B937,Universidad de Guayaquil,357,287,259,505
80M413,Universidade Estadual do Oeste do Paraná,770,758,219,422
17U825,Rowan University,983,790,458,605
75A852,Universidad Nacional de Ingeniería,219,696,676,494
35P868,Ursuline College,257,774,244,705
29Y264,"AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig",973,768,525,389
49V711,Conway School of Landscape Design,959,386,671,790
58Y582,Kochi University of Technology,673,432,588,311
40M389,Wuyi University,227,466,750,502
11T851,University of Resita,198,307,632,315
10L706,Brandman University,794,693,718,796
21F844,Tunku Abdul Rahman Chinese College,158,261,765,503
11G332,Hyogo University of Education,897,683,413,345
54I482,Karachi Institute of Information Technology,469,609,339,448
14A874,Azerbaijan Technology University,35,210,556,471
60G191,Nagoya Women's University,696,447,606,465
37C773,North Carolina Wesleyan College,614,791,731,440
30U185,Dokkyo University School of Medicine,819,548,448,456
03V469,Nicolaus Copernicus University of Torun,564,718,417,495
68U101,Islamic College for Sciences and Technologies,967,733,692,431
54H869,Universidad José Cecilio del Valle,8,339,284,578
77S349,Universiteit Antwerpen Management School,916,781,203,434
67W901,Universidad Nacional de Villa María,898,301,281,667
54K921,Universidad de Ciencias y Artes de Chiapas,591,225,797,325
54K876,Fahad Bin Sultan University,30,279,443,371
50H447,Perm State Pharmaceutical Academy,375,599,267,715
26G663,University of Sierra Leone,401,799,345,676
83F002,Perm State Technical University,849,328,393,511
15I480,Universität des Saarlandes,355,570,560,543
46S732,Beijing University of Posts and Telecommunications,536,507,223,736
64H000,Delft University of Technology,356,268,720,649
62P133,Collegium Civitas,238,692,493,322
80X721,Universidad Católica Nordestana,346,248,354,277
36N413,Rajiv Gandhi Technical University (University of Technology of Madhya Pradesh),49,761,300,489
11C006,Mount St. Mary's College California,752,670,234,266
48C347,Academy of Art College,409,585,506,735
97G237,University of Sharjah,946,482,598,301
46O319,Oral Roberts University,626,638,701,285
09H542,Universidade Federal de Ouro Preto,42,394,602,281
12T286,Urmia University of Technology,792,386,510,412
85P065,Nizam's Institute of Medical Sciences,340,332,789,489
52P740,Universidad Autónoma de Campeche,174,534,631,271
12N776,University of Pennsylvania,440,576,546,268
86J033,Academy of Economic Studies of Moldova,798,238,687,374
78E412,Western State College,486,273,685,719
03B321,Ural Gorkij State University,787,288,547,509
90A393,Igbinedion University,187,726,411,592
02I229,Tokyo Institute of Technology,329,721,797,561
73U859,EVTEK University of Applied Sciences,234,226,441,366
85C616,Université Virtuelle de Tunis,623,497,396,413
39P681,Flagler College,789,639,776,755
05A691,Jacksonville University,592,290,366,428
05C152,Thiruvalluvar University,553,382,278,535
72H751,Norton University,110,755,218,664
61N650,Philosophisch-Theologische Hochschule SVD Sankt Augustin,700,733,573,760
67X866,Universitas Mataram,495,458,437,431
99Y224,Hochschule Vechta,585,453,674,373
30D315,Sam Houston State University,337,599,341,512
63S659,University of Cape Coast,473,767,347,570
05V506,Gomel State University Francisk Scarnia,225,243,483,767
76S433,Toyama Prefectural University,488,762,465,570
13E519,California College of Arts and Crafts,635,303,367,354
46W905,Northwest Polytechnical University Xi'an,1047,243,322,463
02R174,Uganda Christian University,914,763,509,336
55F252,Zonguldak Karaelmas University,773,376,201,631
64C659,"City University of New York, Bernard M. Baruch College",375,632,465,370
87V649,Ashesi University,147,231,762,436
78D499,Shoreline Community College,160,250,472,640
39R369,Gollis University,720,468,770,511
47T565,University of Saskatchewan,543,452,778,683
10T202,Beijing University of Posts and Telecommunications,28,205,715,675
94X568,"Universidad Católica Boliviana, Cochabamba",434,330,715,584
97O154,"Islamic Azad University, Ahar",359,700,716,240
13Z146,Georgian Court College,140,572,530,298
14O917,"Arts, Sciences and Technology University",601,337,264,380
67M879,EPF Ecole d'Ingénieurs,351,518,779,227
12I540,William and Catherine Booth College,969,495,479,269
61D384,Ecole Spéciale de Mécanique et d'Electricité,231,332,311,492
53S401,Technische Universität Berlin,291,318,422,698
67U251,University of North Carolina at Pembroke,1004,256,446,455
23X648,Universitas Pesantren Darul Ulum Jombang,165,578,402,715
38P510,Daffodil International University,1046,523,676,538
39N596,College of Technology at Abha,204,250,538,420
78M617,Georg-Simon-Ohm-Fachhochschule Nürnberg,263,236,517,287
58Q285,Politeknik Negeri Padang,996,723,252,597
90E844,United States Air Force Academy,713,683,352,379
21P157,University of Venda,229,305,582,641
20K875,Universitas Yarsi,327,699,446,606
04H763,Wesley College Mississippi,225,577,444,468
50X796,Université de Lomé,307,286,710,424
96P752,"Federal University of Technology, Owerri",446,688,544,243
19G153,Alhamd Islamic University,308,369,465,674
45K131,Shirayuri Women's College,859,334,401,384
13W478,Escuela Colombiana de Carreras Industriales,460,627,702,597
44I217,Universitas Nasional Pasim,258,404,450,423
59W923,Green Mountain College,470,798,489,300
97Z720,Khabarovsk State University of Technology,291,406,270,653
84R457,Universitas Darma Persada,785,406,473,772
08W128,Universidad Católica de Córdoba,139,473,672,598
73P163,Universidade Federal do Rio de Janeiro,846,241,704,442
32F103,"Universidad Argentina ""John F. Kennedy""",427,791,744,683
73C722,Southwest Forestry University,758,412,679,799
31F208,Canterbury Christ Church University,867,583,560,722
22B948,Mamoun Private University for Science and Technology,421,478,759,563
91X888,Kochi Medical School,515,661,224,366
96A085,Russian Academy of Theatre Arts,431,687,565,629
16X791,University of Performing Arts in Bratislava,614,471,461,373
70D420,Arthur D. Little Management Education Institute,963,499,475,726
60O272,Nizhny Novgorod State Technical University,574,782,430,463
58I783,Universitas Muhammadiyah Sumatra Utara,990,546,589,380
23U815,Pennsylvania State University - Lehigh Valley,1027,228,754,671
71T750,Thomas Aquinas College,14,271,795,727
32G554,Rajiv Gandhi University,842,673,449,514
46N367,Near East University,528,780,231,750
62I544,Detroit College of Business - Warren,656,206,220,698
09O012,Universität Duisburg-Essen,833,313,715,249
