school_ID,school_name,n_test_takers,mean_reading_score,mean_math_score,mean_writing_score
97G782,Academy of the Ministry of Internal Affairs of the Republic of Belarus,1047,433,380,376
96P415,University of Qatar,22,408,414,436
52M216,Ecole Nationale Supérieure d'Agronomie de Montpellier,43,498,361,501
45O711,"Concordia College, Seward",192,345,443,475
92G721,Yanbu Technical Institute,14,342,296,425
97V325,Southern University - New Orleans,343,431,433,365
18F932,Université des Sciences et Technologies de Lille (Lille I),46,340,422,425
65M987,"University of Science, Arts and Technology",287,446,402,420
73T381,"Universidad del Norte ""Santo Tomás de Aquino""",35,357,386,346
43R315,University of Vermont,63,468,336,409
61M437,University of Rochester,1047,471,351,406
93A290,"University of Virginia, College at Wise",32,318,455,442
21W903,Sree Sankaracharya University of Sanskrit,71,428,267,404
55Z065,George Washington University,641,442,379,520
87Y346,Dalian University of Foreign Language,57,534,389,353
93Z842,Colegio de San Juan de Letran,90,439,449,390
27A499,Université de Fianarantsoa,81,403,437,349
51G436,Hellenic Army Academy,130,370,380,418
26W793,New World University,32,554,442,407
80E500,American University in Dubai,63,304,449,434
74R308,Avicenna International College,125,432,422,476
01A775,Kamakura Women's College,10,412,509,330
53M842,Taisho University,125,409,374,362
63N616,Damietta University,113,443,369,439
13B047,Technological Education Institute of Epiros,87,440,460,432
08U951,Russel Sage College,48,515,475,509
15E641,Abfi Institute Perbanas Jakarta,10,329,321,442
94J028,Bashkir State University,46,386,454,422
74L150,Sabaragamuwa University of Sri Lanka,60,396,315,432
05S325,Asian University of Bangladesh,90,434,409,489
61H541,Brjansk State Technical University,90,377,420,384
64I087,Universidad Latinoamericana,104,408,406,427
21R797,Thomas More College of Liberal Arts,104,370,357,415
88W496,Universität für angewandte Kunst Wien,51,511,439,414
04Y210,Ecole Nationale Vétérinaire de Toulouse,51,324,340,384
66Y361,Ecole Normale Supérieure de Fontenay-Saint Cloud,116,362,455,343
60L841,Illinois Wesleyan University,192,436,482,345
79H491,Ozark Christian College,14,303,490,541
02R217,Walla Walla College,54,390,385,410
54X795,Fukui Medical School,51,363,313,421
27X573,Thiagarajar College of Engineering,50,293,359,339
24B845,Anglia Ruskin University,287,344,415,320
22Y717,St. Petersburg Institute of Sales Management and Economics,16,367,498,402
53K654,Universidad de Los Andes,50,342,299,353
80K659,"City University of New York, Graduate School and University Center",130,360,446,464
77M960,Atatürk University,63,433,351,358
11Q500,Curry College,50,372,439,286
79Y795,Universidad Privada del Norte,343,401,459,425
62F094,Capital Normal University,104,384,516,405
15P911,Instituto Politécnico do Cávado e do Ave,54,412,423,394
80N294,Kent State University,32,386,292,453
19W707,Centro de Estudios Avanzados de Puerto Rico y el Caribe,35,432,444,457
39L665,Universitas Katolik Indonesia Atma Jaya,136,453,416,425
51S438,Berne University,19,322,378,410
60Z812,Technological University (Kyaing Tong),16,383,513,388
51U028,Alsadrain University,51,340,398,462
13M684,Centre College,60,360,347,408
74W909,Pacifica Graduate Institute,46,361,516,491
28I125,Tokyo Metropolitan University of Health Sciences,60,466,460,382
61E881,Columbia College Hollywood,66,442,345,364
33P385,"Islamic Azad University, Shahr-e-rey Branch",51,363,341,436
64O465,Claremont Graduate University,18,390,408,396
14L953,Hatyai University,32,375,390,370
01J025,Pennsylvania Institute of Technology,31,443,369,357
99M133,SRM Institute Of Science & Technology ( Deemed University),41,363,342,374
65X048,John F. Kennedy University,116,395,509,534
00F811,Kagawa Medical School,42,344,326,435
52E616,Gebze Institute of Technology,31,353,400,384
97B534,Tokyo Woman's Christian University,90,471,262,303
26W597,"Academy of Economics ""Dimitur A. Tscenov""",18,499,514,427
12O672,Universidad Católica Popular del Risaralda,641,381,401,468
18U835,Ringling College of Art and Design,81,465,445,463
69K703,Soutsaka Institute of management and Technology,113,455,381,368
18N631,Hampton College,63,421,456,439
49A045,Beykent University,75,374,260,373
28R083,Bangkok University,17,350,359,405
54K569,Universidad Tecnológica del Peru,121,484,478,497
79D151,Don Mariano Marcos Memorial State University,60,406,423,376
12J341,Acharya Nagarjuna University,81,329,482,326
88C937,Fine Arts Academy in Poznan,86,399,450,447
77K856,Sultan Haji Ahmad Shah Polytechnic,14,411,324,395
67C578,Midwestern University,90,433,501,457
14J298,Donau-Universität Krems,22,423,422,436
23O579,University of Findlay,14,350,304,393
07Z670,Universität Augsburg,53,418,349,441
95O555,Universidad Tecnológica del Centro,287,399,393,377
84B405,Tashkent University of Information Technologies,10,409,649,318
34T996,International School of Management,92,414,302,481
26L905,AGH University of Science and Technology,68,400,342,467
81B609,Universidad de la Cuenca del Plata,51,365,401,441
98P437,Modern Institute of Managament,71,432,532,298
25K476,Fachhochschule Jena,130,421,499,363
13I301,University of Indianapolis in Athens,35,398,562,399
06F129,Universidad Autónoma de Fresnillo,51,466,361,463
83L569,New Era University,22,400,442,398
80P490,University of Chicago,16,408,497,356
55Y645,Vermont Law School,46,409,362,340
70J677,University of Western Ontario,50,416,313,465
04V396,University of Juba,15,389,390,333
26I466,University of Nijenrode,113,502,306,334
40A840,University Medical School of Pécs,16,502,225,459
23X729,Osaka University of Economics,50,437,378,362
06M184,Bartlesville Wesleyan College,302,385,384,467
48Y069,Andrassy Gyula German Speaking University Budapest,50,498,397,418
12J365,Athenaeum Pontificium Regina Apostolorum,75,340,300,461
39J437,Medical Academy in Lublin,116,310,403,426
85C810,"Islamic Azad University, Qom",116,496,435,472
52K160,Nagoya Women's University,51,495,401,337
65P001,University of Pavia,192,461,397,342
97Z868,University of Science and Arts of Oklahoma,17,301,366,384
71J127,Universitas Merdeka Madiun,14,388,426,408
79L092,Universidad la Concordia,18,434,386,368
02Q616,Medcenter One College of Nursing,51,378,363,391
73H866,Keiai University,50,422,301,385
53Y739,Universidad de Manizales,50,487,430,431
74I127,Zhejiang University,44,381,502,298
84Y076,Mawlana Bhashani Science And Technology University,67,505,378,441
31Y081,Universitas Paramadina Mulya,116,444,517,406
52F938,Oregon Health Sciences University,66,275,406,368
78E500,Tennessee Wesleyan College,54,525,544,357
42X950,The New College,52,484,392,396
20U005,University of South Carolina - Lancaster,50,442,370,366
39A207,Pennsylvania State University,627,378,474,380
63L180,Universidad Panamericana de San Salvador,50,442,324,474
59I912,University of the Philippines Mindanao,397,446,508,467
79L900,Bahir Dar University,10,365,476,385
09C672,Universitas Nasional Jakarta,50,487,462,437
45H785,Kyoto University of Education,287,323,350,341
50A727,University of International Business and Economics,46,519,465,420
20M458,Siberian State Medical University,60,427,342,400
54C818,University of Health Sciences Antigua,63,446,442,367
14Y823,Urbana University,46,360,513,373
98T118,Ryukoku University,121,420,588,467
77L953,Universitas Lancang Kuning,627,372,428,399
48O211,Columbia College,10,476,403,427
65R415,Western State University College of Law - Orange County,75,302,417,381
62U680,Taeshin Christian University,103,438,390,380
02W566,Université Ez-Zitouna,68,402,381,298
71H354,Arab Open University,42,450,357,290
22A457,Universidade Católica de Goiás,10,348,453,370
01C156,Skadron College,48,321,410,335
47B248,Universidad Nacional del Comahue,641,332,388,510
54W171,Ranchi University,641,348,455,395
84I195,Universidade Regional de Blumenau,192,415,411,374
94C369,Management and Science University,17,452,327,428
99D562,Kaboora Institute of Higher Education,105,502,483,303
54P823,Memphis College of Art,75,440,440,377
53P223,Shokei College,53,444,507,296
05Z264,Australian National University,50,336,428,367
96B595,Jiangxi Agricultural University,41,401,394,319
91X150,Wesley University of Science and Technology,15,442,447,450
53F985,North Central College,397,434,473,394
29B099,University of Thessaly,14,367,556,431
89B325,International Theravada Buddhist Missionary University,90,381,341,463
86W530,Tamil Nadu Dr. M.G.R. Medical University,105,416,402,471
23H761,Tsuda College,66,434,421,319
04B857,Jishou University,302,413,396,415
21J437,Universidade Federal da Grande Dourados,103,490,429,405
83G785,Yashawantrao Chavan Maharashtra Open University,343,375,399,516
32I865,Hemwati Nandan Bahuguna Garhwal University,50,421,408,316
57A031,Raffles University,22,352,382,418
59W078,Black Hawk College,397,399,444,348
21C296,University of Lausanne,14,462,412,444
41D293,Hongik University,48,381,384,446
42E909,University of Silvaner,343,418,424,384
07V655,University of Applied Sciences Rapperswil,63,349,484,363
41N352,Sri Sathya Sai Institute of Higher Learning,60,424,482,412
80Z082,Engineering Colleges in Tamil Nadu,29,406,455,395
01G688,RKDF University,1047,349,391,398
73Y063,Chunchon National University of Education,32,424,494,413
97L112,Arab Open University,32,452,376,418
03W452,Louisiana State University at Alexandria,113,415,451,466
32X072,Akhbar El Yom Academy,46,480,365,446
65I804,Brno University of Technology,113,374,403,429
44O256,Penang International Dental College,10,416,432,351
02Y146,Université de Sétif,48,431,343,363
20M382,Adrian College,10,447,431,289
74N354,Buddhist Acamedy of China,50,470,523,391
58M695,Military Institute of Science and Technology,63,448,341,461
58H027,Universidad Los Andes,63,392,239,410
72F583,Ho Polytechnic ,71,456,519,353
30X095,Warsaw School of Economics,16,459,373,396
33D811,Kurgan International University,29,318,297,442
40H902,University of Sydney,105,264,396,412
77J369,Setsunan University,343,396,364,412
49W385,Chinese Culture University,63,399,420,385
28X064,West Virginia State College,10,360,469,399
55H811,Azad Jammu and Kashmir University,48,503,362,313
83E098,"Fairleigh Dickinson University, Florham-Madison Campus",86,362,326,433
79A364,University of Kirkuk,50,491,453,438
06I901,Baqai Medical University,302,474,436,427
51Z526,"Rochester Institute of Technology, Dubai",67,399,379,373
66T871,Politeknik Negeri Bandung,54,405,452,463
13U268,Universidad Central del Caribe,302,334,471,414
12Y151,University of Jan Evangelista Purkyne,54,450,497,359
22N033,Symbiosis International University,50,397,381,413
61R731,Universitas Sultan Ageng Tirtayasa,13,347,436,439
72O548,"University of Roma ""La Sapienza""",53,368,452,296
24J215,Technical University of Crete,1047,442,464,425
17O419,Petronas Technology University,104,420,408,377
22B448,Odessa National Maritime Academy,32,465,490,382
53K158,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,57,315,449,459
12M561,University of Notre Dame,113,403,358,396
70W453,Jahrom University of Medical Sciences,52,462,303,358
63O928,Chiang Mai Rajabhat University,68,345,325,374
77G668,Saginaw Valley State University,44,284,330,468
31S457,Vitebsk State Medical University,32,351,354,407
19H593,Help University College,50,471,367,315
90Y008,Southeast University,57,480,450,485
69L831,Medical University Pleven,46,347,432,442
80A919,Lamar University,50,395,330,454
65X259,Applied Science University,67,379,284,393
68M166,Kursk State Technical University,71,374,548,373
44B622,Universidade de Mogi das Cruzes,32,523,412,441
43O338,Northwestern University of the Philippines,60,339,383,461
42U253,Taisho University,686,454,465,465
32M743,Universitas Andalas,53,450,388,416
19F708,Fachhochschule Kufstein (Tirol),63,415,413,371
24P609,University of the Philippines Visayas,50,485,336,427
11W849,Jalalabad State University Kyrgyzstan,57,375,381,362
04K431,University of Mississippi,302,326,357,316
04S422,Art University,287,488,459,390
70O574,Izmir Economic University,19,364,410,441
11V999,Universidad Metropolitana de Honduras,1047,486,383,330
76V835,Mid-American Bible College,51,489,455,386
88T653,Islamic University in Uganda,113,481,324,505
21T350,Darul Naim College of Technology,19,337,492,409
56T667,International University of Management,71,446,436,429
69L654,Lake Superior State University,343,375,437,356
56N469,Belarussian State Economic University,87,492,407,396
76Y562,"Arkansas State University, Beebe",14,378,461,438
31N840,Beloit College,54,466,353,350
08K090,Kebbi State University of Science and Technology,32,407,416,348
30N374,Universidade do Rio Grande,32,404,355,324
87H141,Universidad de América Bogotá,35,349,331,328
43T653,University of Sassari,48,333,485,450
64L252,Brandenburgische Technische Universität Cottbus,63,333,437,383
77L171,University of Colorado at Colorado Springs,57,402,474,427
85L490,Otis College of Art & Design,42,426,285,425
36M598,National Kaohsiung Normal University,35,504,435,397
80K672,Southern Vermont College,71,389,333,374
90U617,Southern Illinois University at Edwardsville,68,406,472,288
94T071,Dong Yang University of Technology,53,391,405,374
88A863,Eastern Connecticut State University,67,376,440,364
89L767,Universidad Privada Juan Mejía Baca,68,375,376,519
15N702,Technikum Wien,14,435,375,259
00I218,University of Veterinary and Pharmaceutical Science,48,471,364,407
26Y125,Universidad Central de Bayamón,14,434,369,458
83N984,Meisei University,48,468,343,477
94G509,Fujian Normal University,32,475,440,271
04Y923,Technical University of Poznan,53,500,453,484
23Q883,International Centre for Isclamic Science,641,454,476,382
81K108,Adventist University of the Philippines,50,450,544,419
81T211,Chang Gung University,46,444,432,373
21G488,Indiana University at Bloomington,63,473,389,412
32D616,Reitaku University,75,480,376,355
93R232,Mennonite College of Nursing,71,361,362,346
35M440,Frederick University,48,376,364,444
66B383,Universitas Mahendradatta,302,422,351,407
88C887,Raghebe Esfahani University,121,400,406,471
98D130,Maranatha Baptist Bible College,92,377,383,441
55Y157,The CTL Eurocollege,192,389,475,442
49D981,Muhlenberg College,29,263,474,402
98T428,Mwalimu Nyerere Memorial Academy,287,383,430,424
99T229,Conservatorio del Tolima,103,329,342,322
72I734,Universidade Federal do Paraná,41,490,349,421
45Q724,Prempeh College,16,461,398,423
10P541,Hachinohe Institute of Technology,43,369,495,477
27O908,Fachhochschule Nordostniedersachsen,397,376,558,504
65T220,"Nordakademie, Staatlich anerkannte private Fachhochschule mit dualen Studiengängen",60,407,431,357
47X432,Yerevan State Medical University,41,357,412,364
10A023,Wageningen University,10,352,482,347
03Z224,Moscow State Industrial University,46,385,441,443
16G170,Academy of Economic Studies of Moldova,287,377,376,354
51Q379,Université de La Rochelle,43,399,357,444
69T802,"Arab Open University, Kuwait Branch",32,324,458,434
73S490,Sejong University,136,379,519,353
29B872,KDI School of Public Policy and Management,71,407,321,460
31R158,Jaypee Institute of Information Technology,1047,409,490,443
32B722,Universidad de la Sierra A.C.,113,310,432,453
98L517,Universidade Vale do Paraiba,641,409,408,459
74M741,University of Texas at San Antonio,63,366,421,457
48Y590,Kirchliche Hochschule Wuppertal,13,443,257,355
88Q187,Algonquin College,48,458,370,352
24C575,Lampang Vocational College   ,35,426,400,411
38O359,National Taiwan University of Science and Technology,686,490,412,370
78H283,Kansas City Art Institute,46,395,424,380
21Z756,Thunderbird School of Global Management,46,415,426,454
16S384,Universitat de Barcelona,125,435,409,409
17R576,School of Banking and Management in Cracow,57,342,408,420
82K004,Kiev Slavonic University,71,386,314,275
45N483,Saybrook Institute,81,302,410,354
85D324,Notre Dame College,63,427,463,345
44S448,Hebei Normal University,50,353,441,308
80L866,Universidad Central de Las Villas,63,369,423,321
45A515,Lazarski School of Commerce and Law,42,395,366,305
17R014,Jaramogi Oginga Odinga University of Science and Technology,13,345,427,311
67D323,Nanjing Agricultural University,43,492,378,492
37U930,St. Augustine's College North Carolina,43,351,425,432
38Y911,Kyoto University of Foreign Studies,48,456,456,294
38A276,Tokyo College of Music,67,386,471,419
48A290,Goshen College,81,345,350,359
55E645,Baylor University,48,439,413,435
49M061,University of Nebraska - Lincoln,44,323,434,367
07F756,College for Financial Planning,90,382,358,387
30U343,University of Mauritius,53,359,372,344
64C981,Etisalat University College,10,387,380,328
23J383,Herat University,60,510,345,451
99X816,Asian University of Science and Technology,57,435,497,358
42Z761,Rajendra Agricultural University,52,334,374,404
11F568,Youngstown State University,54,392,510,466
31N872,Kano State University of Technology Wudil,63,347,468,369
17D737,Universidad Nacional de Salta,75,357,360,369
04R681,The American College,31,430,356,363
83C277,Southern Utah University,87,325,405,417
61I604,Islamic University Kushtia,60,408,404,424
72L593,Universitas Gunadarma,54,382,401,375
17Q235,Northern Border University,43,392,432,361
53X945,American Graduate School in Paris,48,366,400,438
58W697,Hajvery University Lahore for Women,10,392,339,450
41U371,Ecole Polytechnique,22,417,311,360
43D721,Honam University,46,349,478,432
56N907,Daiichi University of Economics,113,388,458,395
50D686,Universidade Autónoma de Lisboa Luís de Camoes,68,362,369,415
67D296,Morris Brown College,50,400,446,428
86F485,Universidade Jean Piaget de Cabo Verde,10,319,417,383
64K864,Fachhochschule Kiel,68,431,368,320
98Y083,Universidad Catolica de Temuco,90,503,404,297
34N504,Universidad Piloto de Colombia,51,554,384,301
57J234,University of the Sunshine Coast,22,510,485,447
70Q005,Nirma University,50,362,482,360
96C512,Tomsk State University of Architecture and Building,50,396,358,352
79C901,Ho Chi Minh City University of Architecture,627,342,471,510
29S097,Jarvis Christian College,50,441,488,445
36V196,Freie Universität Berlin,71,358,423,375
95N970,Hong Kong Institute of Education,10,476,476,440
99E552,Universidad Autonoma Monterrey,113,487,428,487
83L692,Technische Fachhochschule Berlin,63,378,465,401
81V453,Ecole Nationale d'Ingénieurs de Metz,14,332,509,447
20T147,St. John Fisher College,212,337,444,420
24V574,Fort Valley State College,53,360,509,416
91A665,Ecole Supérieure de Commerce de Paris,67,369,455,460
64J593,Worcester Polytechnic Institute,63,406,327,306
42P834,Université Henri Poincaré (Nancy I),16,394,452,281
52H415,Radford University,50,417,515,290
31Z302,Acharya Nagarjuna University,50,324,395,331
01L659,Westsächsische Hochschule Zwickau (FH),52,402,354,363
63F172,Addis Ababa University,44,461,363,342
82A909,Moscow External University of the Humanities,44,451,341,400
89T340,"Royal Academy of Music, University of London",31,461,506,439
15A836,Girne American University,29,430,299,464
29L902,Aria Institute of Higher Education,212,456,378,529
56X264,Vermont Technical College,1047,438,446,506
76R084,Medical University Pleven,105,431,416,368
81B899,Universitas Narotama,54,371,306,378
98N221,Shanxi Normal University,686,354,429,441
00T554,Kansai University of International Studies,46,300,447,437
55M338,"University of New England, Westbrook College Campus",71,421,415,386
97N782,Prairie View Agricultural and Mechanical University,125,478,429,410
17O814,Christian Heritage College,22,430,483,521
35W681,Chongju University,54,401,465,413
87U036,Märkische Fachhochschule Iserlohn,81,338,358,464
33Z356,Jewish University in Moscow,50,451,529,421
78M018,Bogor Agricultural University,75,436,419,444
11T607,Academy of Fine Arts,46,486,403,544
27U233,Universidad Tecnológica Indoamérica,19,353,459,460
57K389,Westfälische Wilhelms-Universität Münster,60,477,437,435
93E998,National Taipei University,18,429,389,328
16G209,Raghebe Esfahani University,24,507,370,464
48O491,Universitas Sarjanawiyata Tamansiswa,121,417,313,397
94O567,Université de Kamina,136,477,525,326
14Q828,Tuskegee University,50,496,323,349
25Q770,Universidad de Oriente,48,372,316,371
63B732,Wageningen University,35,443,460,311
79C088,Sapporo International University,130,342,486,410
82L037,Miyazaki Medical College,92,421,438,380
55X027,National University of Computer & Emerging Sciences,627,496,381,357
70Y448,Nichols College,104,490,454,379
95B516,University of Commerce Luigi Bocconi,136,441,545,432
91M559,Moldova Cooperative Trade University,63,442,540,364
90J672,"City University of New York, Graduate School and University Center",87,382,354,443
98E240,Burapha University,48,380,436,379
76B680,Universidad de La Amazonia,397,306,334,409
33Q865,Eastern University of Sri Lanka,22,451,403,355
45K512,Mount Olive College,68,405,403,448
81F664,Romanian-American University,287,364,506,430
18D261,Olivet College,22,412,403,552
93M428,Universitas Muhammadiyah Yogyakarta,113,416,378,492
07D131,Universidad Nacional de Formosa,63,449,392,405
72E658,Technological University (Pakokku),24,405,355,399
52C119,Simpson College Iowa,46,401,473,409
28E953,Kaplan University,16,397,391,386
22V871,Sungkyul University,66,389,434,428
63O088,Nile University,212,455,281,343
26V210,Minsk State Linguistic University,627,467,479,375
29W347,"University of the East, Ramon Magsaysay Memorial Medical Center",63,408,377,284
67J287,Lycoming College,71,410,440,363
43Z153,Southwest University of Finance and Economics,192,335,341,341
04A359,Technological University (Hmawbi),22,389,458,373
84M826,Kohinoor School of Hospitality Management,68,522,474,360
88L685,Trent University,32,331,407,400
52Y718,Paktia University,113,350,381,439
97N897,Rajendra Agricultural University,60,531,356,382
81R761,Universidad de Talca,46,416,359,420
55I164,United States Sports Academy,35,350,418,339
45X188,Eötvös Lorand University,32,510,400,430
19K614,Bentley College,81,477,433,334
63L283,St. Mary's University of San Antonio,19,376,385,472
01U161,Gomel State University Francisk Scarnia,67,373,375,419
29X625,Universidade Estadual de Montes Claros,627,456,387,382
86O218,Copenhagen University,50,452,475,368
53C582,Phillips Graduate Institute,1047,460,335,372
42P126,Intercollege,50,456,403,459
28L727,Baku State University,53,419,372,466
73T462,Massachusetts College of Art,31,371,427,376
77Y874,Bishkek Humanities University,43,368,373,544
75U293,Ecole Nationale Supérieure de Physique de Grenoble,104,439,440,452
36M722,Judson College Elgin,63,486,423,365
12U059,Fachhochschule Regensburg,14,370,347,328
94B697,Baylor College of Medicine,130,400,421,459
63K513,Luhansk State Medical University,10,461,434,429
30O812,Technological University (Thanlyin),116,414,484,372
12N543,"University of Wales, Bangor",17,359,464,346
29Z515,Institute of Information Technology,105,377,408,352
10O823,Qazvin University of Medical Sciences,15,392,462,379
17U146,Zhejiang Gongshang University,44,445,354,391
45G713,Morehouse College,66,294,369,305
83Y709,Universidade Estadual de Montes Claros,22,427,348,494
51D135,University of Split,287,427,471,363
77S352,"Universidad CAECE, Buenos Aires",627,396,368,485
94Q314,Universidade Federal de Campina Grande,44,408,417,427
44C096,Universitat de Lleida,86,405,499,349
45U300,University of Texas of the Permian Basin,75,388,470,345
77S515,Celal Bayar University,57,358,476,480
32N506,Universite Amadou Hampaté Ba,54,385,385,379
59B079,Universidad La Republica,31,444,377,489
26S108,"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",52,457,330,335
76G487,Université Kongo,49,257,343,328
88W308,Universidade Metodista de Angola,22,440,472,540
71K657,Private Universität Witten/Herdecke,41,444,403,390
36T825,Crescent University,116,518,358,478
37R556,University of Greenwich,71,469,559,412
98J519,Brandon University,51,422,356,389
94H085,VanderCook College of Music,50,331,416,509
58E885,Universität Konstanz,46,379,396,305
51W206,University of Lagos,35,346,427,361
38Q031,"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",71,403,329,452
82B607,Nagoya University of Foreign Studies,121,439,375,342
92G046,Universidad de Lima,105,438,318,341
76X940,Clarkson College,50,456,468,311
68U662,Baker University,86,394,378,433
95V158,Nagoya Gakuin University,627,404,458,451
44S211,University of Pisa,32,356,512,472
26S153,Universitas Trilogi,50,416,319,466
89V134,Zaman University,41,434,379,420
35Y133,Copperbelt University,18,454,466,358
06C798,King Abdullah University of Science and Technology ,136,474,289,384
12A764,Fachhochschule Hamburg,31,384,389,282
15C089,Universitas Muhammadiyah Yogyakarta,92,323,217,439
14B286,"University of Dublin, Trinity College",302,535,409,291
69S074,Kanagawa University,103,399,429,421
49Q629,Universität der Bundeswehr Hamburg,302,453,314,452
62N856,Arabian Gulf University,46,361,489,407
14N318,Johns Hopkins University,22,425,409,462
81R741,Kitasato University,50,451,413,384
46L956,Pohang University of Science and Technology,18,450,437,376
31D278,American InterContinental University - Atlanta,31,320,408,474
31D278,Technische Universität Clausthal,14,376,440,407
05T131,Isra University,87,520,552,391
02N673,"National American University, Roseville",50,466,318,347
09Y430,Universidad Central,66,445,448,324
22Z169,University of Dongola,130,375,378,430
67D366,Universitas Ahmad Dahlan,46,290,359,390
80X710,UNESCO-IHE Institute for Water Education,31,334,459,402
92Y070,Louisiana Baptist University,75,484,350,441
39V365,Ishinomaki Senshu University,13,368,409,383
03V704,Afghan University,104,433,392,345
65U376,University of Tennessee - Chattanooga,19,421,439,470
02G287,Latvian Maritime Academy,125,334,385,271
74H236,Kobe Gakuin University,641,345,326,298
98Q812,Université de Savoie,42,287,419,481
85O604,"Islamic Azad University, Fars Science & Research Branch",14,374,477,379
81N721,Universidad de Vigo,10,397,383,508
14L057,Nanjing Institute of Meteorology,13,496,369,409
17V996,Shendi University,50,294,494,404
93D988,University of Geneva,50,467,373,312
64T617,Providence College,46,394,468,455
50X888,Fujian Normal University,105,392,364,356
01Y202,American University of Kuwait ,90,369,251,471
00G296,Hogere Zeevaartschool - Maritime Academy,71,385,438,424
01A650,Strayer University,71,452,318,391
50Y676,National Academy of Arts,192,398,377,428
59B065,Universidad de Ciencias de la Informatica,40,475,438,312
24W338,Immaculata University,192,418,423,365
45B174,Greensboro College,125,365,415,344
72V731,Drew University,627,466,358,334
99X675,Poltava National Technical University,113,438,380,306
45P530,Harbin Institute of Technology,92,447,509,473
81H095,Free University Amsterdam,49,414,439,359
15A868,Fukui University of Technology,50,502,424,352
13L112,ISFORT - Institut de Formation en Technologie Alimentaire,212,399,393,345
75A439,Baze University Abuja,29,399,474,375
72Z515,University of Louisville,75,457,382,300
43D787,University of Alaska - Anchorage,17,360,405,377
05P926,University of Wales,22,379,399,422
72X083,Fashion Institute of New York,46,423,485,473
