school_ID,school_name,n_test_takers,mean_reading_score,mean_math_score,mean_writing_score
04J282,Information and Communications University,380,249,724,353
33F652,Zhetysu State University ,521,355,368,629
81A010,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,287,523,244,389
36G960,Shikoku Christian College,159,582,642,607
24K611,"Islamic Azad University, Qom",546,538,383,434
39W297,Gurukula Kangri University,894,558,240,779
55X078,Prairie View Agricultural and Mechanical University,990,509,220,544
00V193,Ural State Academy of Architecture and Arts,605,461,261,394
76J536,Czech Technical University of Prague,185,395,791,363
30S782,Ontario College of Art and Design,17,310,573,681
79Z051,Western Governors University,431,755,332,511
67E886,Universidad de Sonsonate,583,268,341,273
98A040,St. Petersburg State Technical University,993,456,377,509
11M682,Al Rafidain University College,807,462,274,595
70Q246,Foundation University,604,691,715,729
05E485,St. Andrew Georgian University,798,285,541,448
97V437,Hyupsung University,243,405,757,495
25D131,Tashkent University of Information Technologies,1027,409,618,796
45I105,Godfrey Okoye University ,275,670,389,792
44Q060,University of San Francisco,352,490,725,256
44Q648,Dartmouth College,655,742,271,492
06K643,Southwestern University School of Law,988,630,599,624
33T256,Vanguard University of Southern California,957,691,393,355
84Y278,Shiga University of Medical Science,1043,421,421,539
90N453,Raghebe Esfahani University,688,421,252,641
17J653,Ecole Nationale Supérieure d'Agronomie de Rennes,378,407,710,338
19G213,Brown University,677,764,245,393
12S484,Université de M'sila,799,710,794,430
64S191,Institut des Sciences de la Matière et du Rayonnement,498,618,357,737
99B284,International University Institute of Luxembourg,955,566,313,342
04F326,Universitat Rovira I Virgili Tarragona,494,776,482,678
99B097,Sapporo University,223,749,669,404
62T870,Togliatti State University,240,269,660,251
29D405,"Islamic Azad University, Lahijan",14,737,602,338
48T216,Universidad Nacional Pedro Ruíz Gallo,1006,491,665,521
69A897,National Fisheries University,826,478,263,348
28L647,College of Notre Dame of Maryland,172,477,446,501
37N066,Tokyo University of Fisheries,338,589,490,739
63Q057,"European University, Athens Campus",324,604,660,486
91N101,Universität Paderborn,721,246,427,499
61R610,Universidad Lasallista Benavente,290,568,386,520
70D293,Prague College,262,253,216,551
59C943,Ecole Supérieure de Commerce de Reims,104,650,750,408
09V277,Virginia State University,177,441,330,352
47A591,Odlar Yurdu University,285,427,633,649
74A012,"Arkansas State University, Beebe",701,247,580,520
75S493,Universidad de Morón,392,398,603,670
07K102,American University of Central Asia,405,265,501,430
39K156,Hosei University,403,338,476,348
75L888,American University of Armenia,384,442,265,437
31T422,Veritas University,768,499,313,554
03L459,Mendeleev Russian University of Chemical Technology,753,696,396,517
21P913,South Eastern Kenya University,509,271,712,796
92X270,Svey Reong University,795,271,290,376
35U668,University of Montana,911,766,412,279
94L674,Ecole Nationale d'Ingénieurs des Travaux Agricoles de Clermont-Ferrand,358,202,480,656
61F574,Notre Dame of Marbel University,680,425,482,269
92K268,Birsk State Pedagogical Institute,725,278,787,725
55N036,Nairobi Technical Training Institute ,454,587,601,456
95C607,Asahi University,843,477,797,591
50D464,University Campus Suffolk,601,534,289,596
32G942,Namik Kemal University,638,299,719,483
37F146,Universidade Potiguar,413,789,431,731
05X307,London Business School,480,265,606,719
34H687,ITT Technical Institute West Covina,288,365,744,637
74F093,University of the Philippines Los Banos,866,351,434,711
75H763,Ibra College of Technology,680,250,503,360
91Z300,University of Texas Health Science Center at San Antonio,443,706,570,732
82L955,Technological University (Myitkyina) ,360,549,283,274
97E945,University of Rochester,196,587,342,697
64S298,Central Methodist College,388,470,775,662
44U726,Lampang Vocational College   ,1040,262,382,494
73E929,Swiss Management Center,799,213,489,346
77C336,Bridgewater State College,387,664,379,370
26K868,Instituto Politécnico de Castelo Branco,471,357,240,529
22M892,Maine College of Art,992,486,538,407
84T131,Tui Online University,391,214,380,655
79L244,"California State University, Northridge",662,697,222,321
68A984,Biola University,319,688,641,636
26M724,Baze University Abuja,936,408,375,447
40W741,Philadelphia College of Bible,365,509,415,546
38C520,University of North Texas,433,305,580,675
25P715,Women's College of Fine Arts,339,419,512,747
21U751,Araullo University,659,714,329,754
08U860,Maine College of Art,423,654,216,561
48P619,Aarhus Technical College,304,725,576,658
54V506,McKendree College,296,710,676,261
98I715,Universidad de Córdoba,957,287,498,226
91J043,Arab Academy for Science & Technology,14,442,579,701
88I435,YPC-iTWEB College,662,403,686,602
08L891,Abilene Christian University,668,766,518,420
89X942,Odessa National Academy of Food Technologies,763,425,597,246
53E502,Ecole Supérieure de Commerce de Lille,101,207,705,611
40V452,Northwestern University,184,378,409,283
67S023,Deen Dayal Upadhyay Gorakhpur University,359,651,328,663
66R082,Tennessee Temple University,462,222,231,415
87M361,Collège Boréal,471,517,318,325
71S785,Post University of Waterbury,22,731,287,584
81H483,Northwestern University,100,695,756,208
71M978,International University of Japan,504,400,630,303
82S091,Canadian College of Business & Computers,803,339,626,795
84Q022,Perm State Technical University,605,272,458,783
44I056,Technological Education Institute of Heraklion,101,780,759,216
81G348,"University of Asia Pacific, Dhanmondi",630,654,412,458
80O746,University Institute of Architecture Venice,276,520,265,423
86Z858,Feng Chia University,949,350,217,532
34D500,Angelo State University,372,723,498,320
04I744,University of Primorska,802,735,794,474
82H341,Kyoritsu Woman's University,889,278,349,746
70Y521,Université Mohammed V - Agdal,474,711,546,484
90B875,Universidad Miguel de Cervantes,855,266,755,753
34W948,Angeles University,623,769,679,649
98K180,Karatina University,391,422,598,396
32Y314,Universidad Santo Tomás,25,480,483,331
45G298,Sri Padmavati Women's University,429,584,723,329
08K111,Graduate Theological Union,514,641,245,420
66E207,University of Montana Western,337,261,735,562
70Q928,Al-Zaytoonah University,288,449,773,515
23E615,Universidad Católica de Córdoba,574,339,670,345
72W655,"Polytechnic University, Westchester Graduate Center",957,536,300,293
64K742,Nakamura Gakuen University,496,633,506,276
90H535,University of Iowa,157,381,644,455
67N565,Royal Holloway and Bedford New College,1010,603,484,588
50Y888,Ecole Nationale Supérieur de Mécaniques et des Microtechniques,186,500,552,618
52A752,Roanoke Bible College,472,452,667,517
22N675,Kaduna State University,926,745,589,342
17M508,Universität Potsdam,842,209,367,442
83R904,New Economic School,221,392,537,470
25O102,Universidad Peruana de Ciencias e Informática,474,743,462,645
21Y769,Afe Babalola University,514,294,263,794
42D641,Cleary College,750,215,790,767
69D956,Ming Chuan University,927,536,461,441
49X592,University Centre of the Westfjords,372,303,207,482
60Z991,Mennonite College of Nursing,524,771,200,737
03C789,Belarussian State University of Transport,923,312,457,314
24W128,Pratt Institute,388,263,434,731
63D686,Universidad Nacional de San Juan,969,202,393,621
65P975,"Institute of Teachers Education, Malay Language",941,728,388,381
84D813,Universidad Adventista de Bolivia,188,238,653,685
33V893,Southwest State University,616,413,652,458
13V027,Western International University,334,460,259,490
54K580,Webster University North Florida,947,653,268,360
35K910,King Abdul Aziz University,156,253,571,620
64P239,Technical University of Timisoara,675,787,548,213
89I696,Universidad de Antioquía,811,356,434,701
73V483,Heritage College,450,249,720,607
83M089,Universidade Estácio de Sá,851,200,622,479
16S722,Indira Gandhi Agricultural University,748,479,266,644
75Q827,Hyupsung University,748,766,227,505
27F850,Singapore Management University,83,701,276,726
73J997,Zia-ud-Din Medical University,433,527,278,794
05F920,Eugene Bible College,769,269,615,328
92N991,Université Lumiére (Lyon II),155,316,549,725
65K110,Portland Community College,235,744,535,650
66G257,Ural Gorkij State University,246,510,639,707
44F869,Brjansk State Technical University,862,445,415,574
44X883,Indiana University-Purdue University at Fort Wayne,480,704,661,329
86W849,Ferris State University,103,643,538,546
21Y437,IT University of Copenhagen,904,535,591,554
90P026,University of La Verne,731,791,486,703
73U916,"Universidad Nacional Experimental de los Llanos Occidentales ""Ezequiel Zamora""",286,758,267,487
03T749,Centro de Enseñanza Técnica Industrial,84,306,757,519
56B979,Universitas Sumatera Utara,132,346,275,491
00T476,Jerash Private University,291,488,708,466
97A462,University of the Philippines Diliman,390,523,659,641
03K431,New Era University,658,552,751,511
81D685,Agricultural University of Poznan,679,737,278,695
12B602,York University,101,489,756,585
28U874,Warnborough University,83,472,251,655
74X838,Ho Chi Minh City University of Foreign Languages and Information Technology,94,553,343,274
13X045,God's Bible School and College,915,353,661,269
66B845,Ecole Normale Supérieure de Cachan,191,522,526,607
88O518,University of Venice,287,796,741,304
49V839,Tietgen Business College,773,619,401,399
30H153,Yale University,760,519,479,391
67M558,Ecole Nationale Supérieure des Mines de St-Etienne,575,413,364,241
93T297,American University,977,728,777,268
61K966,Kingston College,910,208,764,329
64M823,University of Maryland at College Park,45,565,477,666
83C579,Gorgan University of Agricultural Sciences and Natural Resources,306,793,540,311
03O849,Ateneo de Davao University,265,761,745,643
45C924,Sebatian Kolowa University College,18,496,223,343
78P310,Obong University,40,768,388,666
01G371,Fachhochschule Pur,798,297,395,270
58V506,Centre Universitaire de Technologie,414,323,308,290
32G041,Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha,49,592,604,556
95Z131,Mokwon University Taejon,602,559,754,238
22Z147,University of Central Oklahoma,175,762,458,696
58L434,Universidade Federal do Pará,216,516,673,423
13I665,Southern Methodist University,886,412,421,211
13U153,Palawan State University,811,555,669,767
63A537,Jumeira University,910,755,416,702
34E657,University of Notre Dame Australia,113,627,599,477
05A726,Universidad NUR,230,212,243,605
72B639,Universidade Veiga de Almeida,1041,770,733,438
34M786,Delta University,538,291,361,528
21T097,Kyoto Prefectural University,791,261,226,466
66Q094,International University of Travnik,482,492,250,695
35F761,Texas Tech University Health Science Center,925,796,514,392
16I296,Lazarski School of Commerce and Law,531,264,586,375
37T040,Baghdad College of Economic Sciences University,171,441,502,450
51O085,Agriculture and Forestry University,838,559,766,525
61M220,Ecole Nationale Supérieure de Chimie et de Physique de Bordeaux,940,588,512,629
32K067,University of Leicester,567,359,782,463
55H139,Kumasi Polytechnic ,726,665,233,442
10W685,Belarussian State Polytechnical Academy,39,578,731,650
78P133,China Agriculture University East,137,707,509,725
95U837,Central Christian College of the Bible,985,471,475,474
13D079,Nanjing University of Traditional Chinese Medicine,996,562,404,431
96O594,Bartlesville Wesleyan College,659,409,391,222
12E465,Politécnico Grancolombiano - Institución Universitaria,481,459,800,434
85G846,Kanazawa Medical University,241,418,796,296
75H987,Inner Mongolia Agricultural University,293,692,309,760
61F264,Southeast Missouri State University,274,262,282,591
85C646,Asian Medical Institute,135,393,522,228
06K634,Ecole Supérieure des Sciences Economiques et Commerciales,785,773,506,394
08C066,American Business & Technology University,229,209,734,345
53E879,Milwaukee Institute of Art and Design,816,532,558,571
55V701,Southwestern Oklahoma State University,1011,364,654,340
01S796,Norwegian College of Veterinary Medicine,335,355,610,289
26C210,Gubkin Russian State University of Oil and Gas,632,770,599,408
14R264,Chu Hai College,328,364,235,693
57N326,Tokyo Metropolitan University of Health Sciences,445,449,418,341
23U763,Centro Universitário Senac,665,313,280,690
90C607,"Islamic Azad University, Bostanabad",546,489,683,250
51B229,University of Veterinary & Animal Science,252,333,380,591
30C118,Hiroshima University of Economics,81,309,513,555
42S091,Far Eastern University,618,708,732,496
62B748,University of Mindanao,239,404,773,270
89U274,Greenville College,148,485,647,295
05W723,"University of California, Davis",56,623,331,653
56Z105,"St. Joseph's College New York, Suffolk Campus",202,316,406,240
70C444,University of Kragujevac,316,234,401,387
12D313,Ontario College of Art and Design,846,730,704,500
47N868,Universidad El Bosque,293,435,570,741
24H951,Ashton College,31,245,557,374
40A260,Osaka University of Health and Sport Sciences,296,566,693,543
70D683,Halla University,542,215,782,642
90O718,Escola Nautica Infante D. Henrique,460,787,246,753
24V176,Keller Graduate School of Management,594,788,639,207
66U032,University of Saskatchewan,725,245,540,350
62V178,Lipeck State Technical University,235,549,582,546
16B905,Universidad de Los Andes,149,715,318,245
14A406,Ecole Nationale Supérieur de Mécaniques et des Microtechniques,785,568,351,406
03P994,University of Teesside,139,445,786,555
70P458,Holy Cross College,499,338,301,347
22F160,Durban Institute of Technology,501,716,275,741
02V424,Universidad de Jaén,419,518,215,547
38H593,West Bengal University of Animal and Fishery Sciences,636,483,560,707
77M842,Universidade Federal da Bahia,49,377,631,300
74M383,Universidad de Oviedo,832,475,374,776
28K875,University of Lausanne,307,722,774,455
84Q218,Engineering Faculty of Asian University,277,285,322,774
69L726,Kanazawa Medical University,624,509,503,708
71O664,Universidad Autónoma de Madrid,199,434,782,461
33P892,Atlantic University,273,590,640,595
45A540,Université des Montagnes,744,705,496,676
17R390,Universidad Nacional de Educación Enrique Guzmán y Valle,876,229,673,564
48V860,Pontificia Universidad Catolica de Puerto Rico,568,550,558,567
52Z966,Universidad Pontificia Bolivariana,438,408,763,772
97Y979,Stillman College,200,744,488,667
63Y332,Tashkent State University of Economics,50,510,427,692
92E444,Dow University of Health Sciences,47,725,467,257
90U608,Northeastern State University,243,319,645,324
70B653,Northern State University,165,800,678,619
55Z785,Maharishi University of Management,912,531,376,577
83Q350,Macquarie University,308,518,662,472
13D862,Middlebury College,846,358,544,527
73R424,Universiti Tun Hussein Onn Malaysia,131,502,433,569
13J402,Beth-El College of Nursing and Health Sciences,101,462,505,246
36M663,Bharati Vidyapeeth University,915,300,207,503
65F711,Woosuk University,956,377,320,660
22W055,University of Cambodia,605,458,289,763
14Z174,Tambov State Technical University,542,776,754,529
87H924,Blue Mountains Hotel School,207,800,234,455
81N790,Worcester State College,594,472,656,630
53Q176,"Ross University, School of Medicine",665,363,703,665
23W075,Wuhan Automobile Polytechnical University,466,439,410,755
57G817,Caribbean University,169,385,338,317
16B334,Southampton Solent University,1001,287,599,264
52O850,Technological University (West Yangon),818,227,775,381
21I060,University of Dayton,527,591,742,486
26S584,University of the Southern Caribbean,438,308,743,303
81R231,Fachhochschulstudiengänge Hagenberg,394,696,575,447
34T516,New Jersey City University,807,303,358,609
86N841,Universidad de Concepcion,430,732,334,651
94R622,Royal College of Art,605,476,294,332
57W631,Arab Academy for Science & Technology,479,640,763,569
69E772,Ilsa Independent College,140,690,712,617
49O046,Royal Danish School of Pharmacy,565,230,364,714
97Z616,Shivaji University,587,589,327,454
08F200,China USA Business University,490,680,234,576
80O179,University of Lapland,670,506,341,441
57R642,Technological University (Monywa),439,490,749,678
79Q908,Rosemont College,639,329,588,445
31Q512,Universidad de San Andres,894,615,283,223
12B611,Ludong University,626,451,213,666
91C017,Tabriz University,702,440,308,538
78I773,Ibn Sina National College for Medical Studies ,203,523,671,711
17P743,Université de la Manouba,596,213,201,256
05I535,Military University Shoumen,681,207,778,234
38B558,Institute of Technology and Management,66,731,742,273
22S304,Université Catholique de Lyon,628,212,617,536
65V980,Universidad Francisco de Vitoria,581,466,500,223
19Z306,Clemson University,404,637,369,246
44W476,The College of Wooster,631,767,340,397
90Q669,Istanbul Arel University,498,646,416,256
70J331,"Long Island University, C.W. Post Campus",246,614,667,431
50N230,Ishinomaki Senshu University,368,576,247,795
11B532,Lithunian Veterinary Academy,397,716,678,296
12I464,Mongolian State University of Agriculture,45,429,652,692
29Q528,PTPL College,739,360,221,663
23V417,Palawan State University,738,727,570,711
17D250,Wesleyan College,868,671,227,716
53F006,Central Saint Martins College of Art & Design,293,560,553,557
61Y237,Tohoku University of Art and Design,437,244,630,358
33Z842,Scandinavian Art and Business Institute,752,421,434,759
18U899,Deutsche Sporthochschule Köln,629,565,420,279
89K844,Pontifícia Universidade Católica de Minas Gerais,270,734,312,702
77R011,University of Portharcourt,730,553,246,566
35Z073,Technological University (Sittwe),630,662,251,329
00S279,"University of California, Irvine",309,313,496,482
47O131,Charles R. Drew University of Medicine and Science,969,453,622,636
19H571,University of Surrey,903,619,694,775
14Z611,University of Science & Technology Chittagong,482,644,283,425
34R473,Fontys University of Applied Sciences,892,608,600,492
46K476,Indiana University of Pennsylvania,307,421,428,458
88O010,University of Prince Edward Island,877,605,265,303
98X967,Rajendra Agricultural University,294,559,474,467
24Z166,West Virginia University,78,733,411,631
56Q182,Universidad Técnica de Ambato,877,608,356,478
91D421,Blue Mountain College,430,628,773,491
15L571,Jubail Industrial College,863,245,253,319
47Z346,"University of the East, Ramon Magsaysay Memorial Medical Center",362,223,534,669
50M518,Georgia College & State University,956,511,798,738
57O053,University of Dubrovnik,440,646,407,712
35X721,University of Cape Town,442,259,213,602
94Q953,Wentworth Institute of Technology,204,662,241,390
50L613,Academy of Economics in Wroclaw,908,702,545,543
79S350,Baker College of Cadillac,801,558,318,708
74C810,Instituto Superior de Ciências do Trabalho e da Empresa,107,496,343,731
07I054,Free University of Bozen,265,698,476,211
60K073,Lipscomb University,440,400,304,261
17S526,Universidad de las Américas - Puebla,186,581,563,397
77U378,"Islamic Azad University, Mehriz",937,579,800,368
55Z240,State University of New York College at Geneseo,186,410,414,632
82I419,Universidad Panamericana,392,237,336,250
78Y557,Langara College,854,273,705,629
49D192,University of Macedonia,336,405,461,562
10D062,"Washington State University, Tri-Cities",65,781,543,550
31O238,Zaporizhzhe National University,829,267,485,390
89R244,Brewton-Parker College,603,250,230,539
05Y999,Universidad Católica Tecnológica del Cibao,653,303,241,459
10K910,Swiss Management Center,288,694,679,328
15V801,Anna University,468,773,762,362
66N785,Université Hassan II - Mohammadia,57,739,578,278
63W538,Hiroshima University,193,636,427,325
16I264,Sagami Women's University,781,580,550,781
56C189,National University of Arts,194,347,720,751
82C676,Universidad Latina de Costa Rica,43,518,599,248
92U760,University of Warsaw,685,500,562,437
57M939,University of Bialystok,809,208,329,765
74G420,Politeknik Pos Indonesia,631,651,638,465
56T589,Presbyterian University College,652,248,440,210
07E010,Universität Passau,463,564,359,520
87A832,British Malaysian Institute,761,554,595,416
01I867,Universidad del Sagrado Corazon,865,530,701,218
87K686,Wayamba University of Sri Lanka ,837,737,448,565
26G610,"Islamic Azad University, Aliabad ",350,630,443,592
92E961,Bethany College West Virginia,578,745,224,279
86X745,Technological University (Pakokku),969,351,595,372
11V881,"University of the Netherlands Antilles, Curacao",169,527,627,397
61C362,Spiru Haret University,582,260,652,328
